season,round,fixture,matchup,teamID,teamName,coachID,coachName,team_score
2018,1,2,t2,20180352,VlastuinTrnslation,8258,Chief,1613
2018,1,3,t1,20180353,Vodka Kreuzers,71052,Garter,1637
2018,1,3,t2,20180354,Ward of the Rings,21562,Richo,1552
2018,1,4,t1,20180355,Crippstocurrency,180650,Jmerc,1607
2018,1,4,t2,20180356,Post MaSloane,86078,Lester,1465
2018,2,1,t1,20180349,Danger Things,300791,Pmac,1608
2018,2,1,t2,20180352,VlastuinTrnslation,8258,Chief,1796
2018,2,2,t1,20180350,The Lyons King,45168,Kappaz,1695
2018,2,2,t2,20180354,Ward of the Rings,21562,Richo,1710
2018,2,3,t1,20180356,Post MaSloane,86078,Lester,1527
2018,2,3,t2,20180351,Since U Been Gawn,10857,Melons,1474
2018,2,4,t1,20180355,Crippstocurrency,180650,Jmerc,1493
2018,2,4,t2,20180353,Vodka Kreuzers,71052,Garter,1517
2018,3,1,t1,20180349,Danger Things,300791,Pmac,1349
2018,3,1,t2,20180354,Ward of the Rings,21562,Richo,1713
2018,3,2,t1,20180356,Post MaSloane,86078,Lester,1626
2018,3,2,t2,20180352,VlastuinTrnslation,8258,Chief,1648
2018,3,3,t1,20180355,Crippstocurrency,180650,Jmerc,1589
2018,3,3,t2,20180350,The Lyons King,45168,Kappaz,1675
2018,3,4,t1,20180351,Since U Been Gawn,10857,Melons,1666
2018,3,4,t2,20180353,Vodka Kreuzers,71052,Garter,1371
2018,4,1,t1,20180349,Danger Things,300791,Pmac,1641
2018,4,1,t2,20180356,Post MaSloane,86078,Lester,1640
2018,4,2,t1,20180355,Crippstocurrency,180650,Jmerc,1568
2018,4,2,t2,20180354,Ward of the Rings,21562,Richo,1532
2018,4,3,t1,20180352,VlastuinTrnslation,8258,Chief,1565
2018,4,3,t2,20180353,Vodka Kreuzers,71052,Garter,1726
2018,4,4,t1,20180351,Since U Been Gawn,10857,Melons,1673
2018,4,4,t2,20180350,The Lyons King,45168,Kappaz,1602
2018,5,1,t1,20180355,Crippstocurrency,180650,Jmerc,1661
2018,5,1,t2,20180349,Danger Things,300791,Pmac,1581
2018,5,2,t1,20180356,Post MaSloane,86078,Lester,1468
2018,5,2,t2,20180353,Vodka Kreuzers,71052,Garter,1396
2018,5,3,t1,20180351,Since U Been Gawn,10857,Melons,1736
2018,5,3,t2,20180354,Ward of the Rings,21562,Richo,1484
2018,5,4,t1,20180350,The Lyons King,45168,Kappaz,1519
2018,5,4,t2,20180352,VlastuinTrnslation,8258,Chief,1846
2018,6,1,t1,20180349,Danger Things,300791,Pmac,1737
2018,6,1,t2,20180353,Vodka Kreuzers,71052,Garter,1428
2018,6,2,t1,20180355,Crippstocurrency,180650,Jmerc,1737
2018,6,2,t2,20180351,Since U Been Gawn,10857,Melons,1514
2018,6,3,t1,20180356,Post MaSloane,86078,Lester,1441
2018,6,3,t2,20180350,The Lyons King,45168,Kappaz,1786
2018,6,4,t1,20180352,VlastuinTrnslation,8258,Chief,1771
2018,6,4,t2,20180354,Ward of the Rings,21562,Richo,1574
2018,7,1,t1,20180349,Danger Things,300791,Pmac,1634
2018,7,1,t2,20180351,Since U Been Gawn,10857,Melons,1780
2018,7,2,t1,20180350,The Lyons King,45168,Kappaz,1740
2018,7,2,t2,20180353,Vodka Kreuzers,71052,Garter,1495
2018,7,3,t1,20180355,Crippstocurrency,180650,Jmerc,1477
2018,7,3,t2,20180352,VlastuinTrnslation,8258,Chief,1727
2018,7,4,t1,20180356,Post MaSloane,86078,Lester,1456
2018,7,4,t2,20180354,Ward of the Rings,21562,Richo,1593
2018,8,1,t1,20180349,Danger Things,300791,Pmac,1709
2018,8,1,t2,20180350,The Lyons King,45168,Kappaz,1753
2018,8,2,t1,20180351,Since U Been Gawn,10857,Melons,1600
2018,8,2,t2,20180352,VlastuinTrnslation,8258,Chief,1795
2018,8,3,t1,20180353,Vodka Kreuzers,71052,Garter,1375
2018,8,3,t2,20180354,Ward of the Rings,21562,Richo,1690
2018,8,4,t1,20180355,Crippstocurrency,180650,Jmerc,1552
2018,8,4,t2,20180356,Post MaSloane,86078,Lester,1564
2018,9,1,t1,20180349,Danger Things,300791,Pmac,1468
2018,9,1,t2,20180352,VlastuinTrnslation,8258,Chief,1657
2018,9,2,t1,20180350,The Lyons King,45168,Kappaz,1781
2018,9,2,t2,20180354,Ward of the Rings,21562,Richo,1646
2018,9,3,t1,20180356,Post MaSloane,86078,Lester,1557
2018,9,3,t2,20180351,Since U Been Gawn,10857,Melons,1720
2018,9,4,t1,20180355,Crippstocurrency,180650,Jmerc,1528
2018,9,4,t2,20180353,Vodka Kreuzers,71052,Garter,1602
2018,10,1,t1,20180349,Danger Things,300791,Pmac,1909
2018,10,1,t2,20180354,Ward of the Rings,21562,Richo,1659
2018,10,2,t1,20180356,Post MaSloane,86078,Lester,1551
2018,10,2,t2,20180352,VlastuinTrnslation,8258,Chief,1554
2018,10,3,t1,20180355,Crippstocurrency,180650,Jmerc,1462
2018,10,3,t2,20180350,The Lyons King,45168,Kappaz,1778
2018,10,4,t1,20180351,Since U Been Gawn,10857,Melons,1486
2018,10,4,t2,20180353,Vodka Kreuzers,71052,Garter,1423
2018,11,1,t1,20180349,Danger Things,300791,Pmac,1627
2018,11,1,t2,20180356,Post MaSloane,86078,Lester,1535
2018,11,2,t1,20180355,Crippstocurrency,180650,Jmerc,1624
2018,11,2,t2,20180354,Ward of the Rings,21562,Richo,1549
2018,11,3,t1,20180352,VlastuinTrnslation,8258,Chief,1442
2018,11,3,t2,20180353,Vodka Kreuzers,71052,Garter,1593
2018,11,4,t1,20180351,Since U Been Gawn,10857,Melons,1640
2018,11,4,t2,20180350,The Lyons King,45168,Kappaz,1797
2018,12,1,t1,20180355,Crippstocurrency,180650,Jmerc,1384
2018,12,1,t2,20180349,Danger Things,300791,Pmac,1657
2018,12,2,t1,20180356,Post MaSloane,86078,Lester,1730
2018,12,2,t2,20180353,Vodka Kreuzers,71052,Garter,1510
2018,12,3,t1,20180351,Since U Been Gawn,10857,Melons,1597
2018,12,3,t2,20180354,Ward of the Rings,21562,Richo,1451
2018,12,4,t1,20180350,The Lyons King,45168,Kappaz,1589
2018,12,4,t2,20180352,VlastuinTrnslation,8258,Chief,1058
2018,13,1,t1,20180349,Danger Things,300791,Pmac,1124
2018,13,1,t2,20180353,Vodka Kreuzers,71052,Garter,591
2018,13,2,t1,20180355,Crippstocurrency,180650,Jmerc,1154
2018,13,2,t2,20180351,Since U Been Gawn,10857,Melons,1409
2018,13,3,t1,20180356,Post MaSloane,86078,Lester,1358
2018,13,3,t2,20180350,The Lyons King,45168,Kappaz,1342
2018,13,4,t1,20180352,VlastuinTrnslation,8258,Chief,1298
2018,13,4,t2,20180354,Ward of the Rings,21562,Richo,1399
2018,14,1,t1,20180349,Danger Things,300791,Pmac,1238
2018,14,1,t2,20180351,Since U Been Gawn,10857,Melons,1471
2018,14,2,t1,20180350,The Lyons King,45168,Kappaz,864
2018,14,2,t2,20180353,Vodka Kreuzers,71052,Garter,1492
2018,14,3,t1,20180355,Crippstocurrency,180650,Jmerc,1443
2018,14,3,t2,20180352,VlastuinTrnslation,8258,Chief,1190
2018,14,4,t1,20180356,Post MaSloane,86078,Lester,1495
2018,14,4,t2,20180354,Ward of the Rings,21562,Richo,1475
2018,15,1,t1,20180349,Danger Things,300791,Pmac,1632
2018,15,1,t2,20180350,The Lyons King,45168,Kappaz,1777
2018,15,2,t1,20180351,Since U Been Gawn,10857,Melons,1828
2018,15,2,t2,20180352,VlastuinTrnslation,8258,Chief,1561
2018,15,3,t1,20180353,Vodka Kreuzers,71052,Garter,1552
2018,15,3,t2,20180354,Ward of the Rings,21562,Richo,1731
2018,15,4,t1,20180355,Crippstocurrency,180650,Jmerc,1759
2018,15,4,t2,20180356,Post MaSloane,86078,Lester,1378
2018,16,1,t1,20180349,Danger Things,300791,Pmac,1596
2018,16,1,t2,20180352,VlastuinTrnslation,8258,Chief,1728
2018,16,2,t1,20180350,The Lyons King,45168,Kappaz,1755
2018,16,2,t2,20180354,Ward of the Rings,21562,Richo,1589
2018,16,3,t1,20180356,Post MaSloane,86078,Lester,1808
2018,16,3,t2,20180351,Since U Been Gawn,10857,Melons,1777
2018,16,4,t1,20180355,Crippstocurrency,180650,Jmerc,1797
2018,16,4,t2,20180353,Vodka Kreuzers,71052,Garter,1543
2018,17,1,t1,20180349,Danger Things,300791,Pmac,1486
2018,17,1,t2,20180354,Ward of the Rings,21562,Richo,1716
2018,17,2,t1,20180356,Post MaSloane,86078,Lester,1685
2018,17,2,t2,20180352,VlastuinTrnslation,8258,Chief,1754
2018,17,3,t1,20180355,Crippstocurrency,180650,Jmerc,1557
2018,17,3,t2,20180350,The Lyons King,45168,Kappaz,1781
2018,17,4,t1,20180351,Since U Been Gawn,10857,Melons,1840
2018,17,4,t2,20180353,Vodka Kreuzers,71052,Garter,1487
2018,18,1,t1,20180349,Danger Things,300791,Pmac,1521
2018,18,1,t2,20180356,Post MaSloane,86078,Lester,1766
2018,18,2,t1,20180355,Crippstocurrency,180650,Jmerc,1644
2018,18,2,t2,20180354,Ward of the Rings,21562,Richo,1494
2018,18,3,t1,20180352,VlastuinTrnslation,8258,Chief,1546
2018,18,3,t2,20180353,Vodka Kreuzers,71052,Garter,1584
2018,18,4,t1,20180351,Since U Been Gawn,10857,Melons,1630
2018,18,4,t2,20180350,The Lyons King,45168,Kappaz,1672
2018,19,1,t1,20180355,Crippstocurrency,180650,Jmerc,1456
2018,19,1,t2,20180349,Danger Things,300791,Pmac,1418
2018,19,2,t1,20180356,Post MaSloane,86078,Lester,1590
2018,19,2,t2,20180353,Vodka Kreuzers,71052,Garter,1537
2018,19,3,t1,20180351,Since U Been Gawn,10857,Melons,1858
2018,19,3,t2,20180354,Ward of the Rings,21562,Richo,1485
2018,19,4,t1,20180350,The Lyons King,45168,Kappaz,1798
2018,19,4,t2,20180352,VlastuinTrnslation,8258,Chief,1600
2018,20,1,t1,20180349,Danger Things,300791,Pmac,1557
2018,20,1,t2,20180353,Vodka Kreuzers,71052,Garter,1577
2018,20,2,t1,20180355,Crippstocurrency,180650,Jmerc,1636
2018,20,2,t2,20180351,Since U Been Gawn,10857,Melons,1726
2018,20,3,t1,20180356,Post MaSloane,86078,Lester,1578
2018,20,3,t2,20180350,The Lyons King,45168,Kappaz,1879
2018,20,4,t1,20180352,VlastuinTrnslation,8258,Chief,1729
2018,20,4,t2,20180354,Ward of the Rings,21562,Richo,1608
2018,21,1,t1,20180349,Danger Things,300791,Pmac,1596
2018,21,1,t2,20180351,Since U Been Gawn,10857,Melons,1568
2018,21,2,t1,20180350,The Lyons King,45168,Kappaz,1748
2018,21,2,t2,20180353,Vodka Kreuzers,71052,Garter,1475
2018,21,3,t1,20180355,Crippstocurrency,180650,Jmerc,1651
2018,21,3,t2,20180352,VlastuinTrnslation,8258,Chief,1695
2018,21,4,t1,20180356,Post MaSloane,86078,Lester,1789
2018,21,4,t2,20180354,Ward of the Rings,21562,Richo,1666
2018,22,1,t1,20180355,Crippstocurrency,180650,Jmerc,1650
2018,22,1,t2,20180350,The Lyons King,45168,Kappaz,1965
2018,22,2,t1,20180351,Since U Been Gawn,10857,Melons,1644
2018,22,2,t2,20180352,VlastuinTrnslation,8258,Chief,1747
2018,23,1,t1,20180350,The Lyons King,45168,Kappaz,1869
2018,23,1,t2,20180352,VlastuinTrnslation,8258,Chief,1804
2019,1,1,t1,20190523,Salt&VinegarCripps,10857,Melons,1667
2019,1,1,t2,20190524,TryingAnewStratton,300791,Pmac,1627
2019,1,2,t1,20190525,DEVQON.1,86078,Lester,1742
2019,1,2,t2,20190526,Swimming n Titch,21562,Richo,1595
2019,1,3,t1,20190527,Barbeques Treloar,8258,Chief,1640
2019,1,3,t2,20190528,Fire The Worpedo,71052,Garter,1499
2019,1,4,t1,20190529,Casting Crouch,180650,Jmerc,1718
2019,1,4,t2,20190530,Man of Steele,45168,Kappaz,1660
2019,2,1,t1,20190526,Swimming n Titch,21562,Richo,1547
2019,2,1,t2,20190524,TryingAnewStratton,300791,Pmac,1526
2019,2,2,t1,20190527,Barbeques Treloar,8258,Chief,1745
2019,2,2,t2,20190523,Salt&VinegarCripps,10857,Melons,1542
2019,2,3,t1,20190525,DEVQON.1,86078,Lester,1662
2019,2,3,t2,20190530,Man of Steele,45168,Kappaz,1672
2019,2,4,t1,20190529,Casting Crouch,180650,Jmerc,1659
2019,2,4,t2,20190528,Fire The Worpedo,71052,Garter,1684
2019,3,1,t1,20190527,Barbeques Treloar,8258,Chief,1407
2019,3,1,t2,20190524,TryingAnewStratton,300791,Pmac,1692
2019,3,2,t1,20190530,Man of Steele,45168,Kappaz,1750
2019,3,2,t2,20190526,Swimming n Titch,21562,Richo,1721
2019,3,3,t1,20190529,Casting Crouch,180650,Jmerc,1716
2019,3,3,t2,20190523,Salt&VinegarCripps,10857,Melons,1599
2019,3,4,t1,20190525,DEVQON.1,86078,Lester,1751
2019,3,4,t2,20190528,Fire The Worpedo,71052,Garter,1499
2019,4,1,t1,20190530,Man of Steele,45168,Kappaz,1824
2019,4,1,t2,20190524,TryingAnewStratton,300791,Pmac,1647
2019,4,2,t1,20190527,Barbeques Treloar,8258,Chief,1340
2019,4,2,t2,20190529,Casting Crouch,180650,Jmerc,1586
2019,4,3,t1,20190528,Fire The Worpedo,71052,Garter,1567
2019,4,3,t2,20190526,Swimming n Titch,21562,Richo,1629
2019,4,4,t1,20190525,DEVQON.1,86078,Lester,1706
2019,4,4,t2,20190523,Salt&VinegarCripps,10857,Melons,1523
2019,5,1,t1,20190529,Casting Crouch,180650,Jmerc,1564
2019,5,1,t2,20190524,TryingAnewStratton,300791,Pmac,1806
2019,5,2,t1,20190528,Fire The Worpedo,71052,Garter,1541
2019,5,2,t2,20190530,Man of Steele,45168,Kappaz,1594
2019,5,3,t1,20190527,Barbeques Treloar,8258,Chief,1555
2019,5,3,t2,20190525,DEVQON.1,86078,Lester,1405
2019,5,4,t1,20190523,Salt&VinegarCripps,10857,Melons,1649
2019,5,4,t2,20190526,Swimming n Titch,21562,Richo,1580
2019,6,1,t1,20190528,Fire The Worpedo,71052,Garter,1503
2019,6,1,t2,20190524,TryingAnewStratton,300791,Pmac,1746
2019,6,2,t1,20190529,Casting Crouch,180650,Jmerc,1605
2019,6,2,t2,20190525,DEVQON.1,86078,Lester,1636
2019,6,3,t1,20190530,Man of Steele,45168,Kappaz,1808
2019,6,3,t2,20190523,Salt&VinegarCripps,10857,Melons,1562
2019,6,4,t1,20190527,Barbeques Treloar,8258,Chief,1787
2019,6,4,t2,20190526,Swimming n Titch,21562,Richo,1417
2019,7,1,t1,20190525,DEVQON.1,86078,Lester,1662
2019,7,1,t2,20190524,TryingAnewStratton,300791,Pmac,1533
2019,7,2,t1,20190528,Fire The Worpedo,71052,Garter,1453
2019,7,2,t2,20190523,Salt&VinegarCripps,10857,Melons,1762
2019,7,3,t1,20190529,Casting Crouch,180650,Jmerc,1529
2019,7,3,t2,20190526,Swimming n Titch,21562,Richo,1554
2019,7,4,t1,20190527,Barbeques Treloar,8258,Chief,1547
2019,7,4,t2,20190530,Man of Steele,45168,Kappaz,1720
2019,8,1,t1,20190523,Salt&VinegarCripps,10857,Melons,1508
2019,8,1,t2,20190524,TryingAnewStratton,300791,Pmac,1687
2019,8,2,t1,20190525,DEVQON.1,86078,Lester,1884
2019,8,2,t2,20190526,Swimming n Titch,21562,Richo,1509
2019,8,3,t1,20190527,Barbeques Treloar,8258,Chief,1523
2019,8,3,t2,20190528,Fire The Worpedo,71052,Garter,1583
2019,8,4,t1,20190529,Casting Crouch,180650,Jmerc,1549
2019,8,4,t2,20190530,Man of Steele,45168,Kappaz,1717
2019,9,1,t1,20190526,Swimming n Titch,21562,Richo,1632
2019,9,1,t2,20190524,TryingAnewStratton,300791,Pmac,1717
2019,9,2,t1,20190527,Barbeques Treloar,8258,Chief,1507
2019,9,2,t2,20190523,Salt&VinegarCripps,10857,Melons,1605
2019,9,3,t1,20190525,DEVQON.1,86078,Lester,1765
2019,9,3,t2,20190530,Man of Steele,45168,Kappaz,1839
2019,9,4,t1,20190529,Casting Crouch,180650,Jmerc,1405
2019,9,4,t2,20190528,Fire The Worpedo,71052,Garter,1812
2019,10,1,t1,20190527,Barbeques Treloar,8258,Chief,1686
2019,10,1,t2,20190524,TryingAnewStratton,300791,Pmac,1720
2019,10,2,t1,20190530,Man of Steele,45168,Kappaz,1632
2019,10,2,t2,20190526,Swimming n Titch,21562,Richo,1746
2019,10,3,t1,20190529,Casting Crouch,180650,Jmerc,1386
2019,10,3,t2,20190523,Salt&VinegarCripps,10857,Melons,1627
2019,10,4,t1,20190525,DEVQON.1,86078,Lester,1471
2019,10,4,t2,20190528,Fire The Worpedo,71052,Garter,1641
2019,11,1,t1,20190530,Man of Steele,45168,Kappaz,1597
2019,11,1,t2,20190524,TryingAnewStratton,300791,Pmac,1874
2019,11,2,t1,20190527,Barbeques Treloar,8258,Chief,1551
2019,11,2,t2,20190529,Casting Crouch,180650,Jmerc,1448
2019,11,3,t1,20190528,Fire The Worpedo,71052,Garter,1730
2019,11,3,t2,20190526,Swimming n Titch,21562,Richo,1551
2019,11,4,t1,20190525,DEVQON.1,86078,Lester,1644
2019,11,4,t2,20190523,Salt&VinegarCripps,10857,Melons,1691
2019,12,1,t1,20190529,Casting Crouch,180650,Jmerc,1262
2019,12,1,t2,20190524,TryingAnewStratton,300791,Pmac,1053
2019,12,2,t1,20190528,Fire The Worpedo,71052,Garter,1256
2019,12,2,t2,20190530,Man of Steele,45168,Kappaz,1020
2019,12,3,t1,20190527,Barbeques Treloar,8258,Chief,1603
2019,12,3,t2,20190525,DEVQON.1,86078,Lester,1280
2019,12,4,t1,20190523,Salt&VinegarCripps,10857,Melons,1596
2019,12,4,t2,20190526,Swimming n Titch,21562,Richo,1465
2019,13,1,t1,20190528,Fire The Worpedo,71052,Garter,1225
2019,13,1,t2,20190524,TryingAnewStratton,300791,Pmac,1395
2019,13,2,t1,20190529,Casting Crouch,180650,Jmerc,1418
2019,13,2,t2,20190525,DEVQON.1,86078,Lester,1353
2019,13,3,t1,20190530,Man of Steele,45168,Kappaz,1133
2019,13,3,t2,20190523,Salt&VinegarCripps,10857,Melons,1288
2019,13,4,t1,20190527,Barbeques Treloar,8258,Chief,1326
2019,13,4,t2,20190526,Swimming n Titch,21562,Richo,1467
2019,14,1,t1,20190525,DEVQON.1,86078,Lester,1365
2019,14,1,t2,20190524,TryingAnewStratton,300791,Pmac,1374
2019,14,2,t1,20190528,Fire The Worpedo,71052,Garter,1284
2019,14,2,t2,20190523,Salt&VinegarCripps,10857,Melons,1360
2019,14,3,t1,20190529,Casting Crouch,180650,Jmerc,1486
2019,14,3,t2,20190526,Swimming n Titch,21562,Richo,1624
2019,14,4,t1,20190527,Barbeques Treloar,8258,Chief,827
2019,14,4,t2,20190530,Man of Steele,45168,Kappaz,1465
2019,15,1,t1,20190523,Salt&VinegarCripps,10857,Melons,1517
2019,15,1,t2,20190524,TryingAnewStratton,300791,Pmac,1525
2019,15,2,t1,20190525,DEVQON.1,86078,Lester,1845
2019,15,2,t2,20190526,Swimming n Titch,21562,Richo,1684
2019,15,3,t1,20190527,Barbeques Treloar,8258,Chief,1569
2019,15,3,t2,20190528,Fire The Worpedo,71052,Garter,1608
2019,15,4,t1,20190529,Casting Crouch,180650,Jmerc,1548
2019,15,4,t2,20190530,Man of Steele,45168,Kappaz,1663
2019,16,1,t1,20190526,Swimming n Titch,21562,Richo,1738
2019,16,1,t2,20190524,TryingAnewStratton,300791,Pmac,1796
2019,16,2,t1,20190527,Barbeques Treloar,8258,Chief,1525
2019,16,2,t2,20190523,Salt&VinegarCripps,10857,Melons,1787
2019,16,3,t1,20190525,DEVQON.1,86078,Lester,1521
2019,16,3,t2,20190530,Man of Steele,45168,Kappaz,1582
2019,16,4,t1,20190529,Casting Crouch,180650,Jmerc,1610
2019,16,4,t2,20190528,Fire The Worpedo,71052,Garter,1370
2019,17,1,t1,20190527,Barbeques Treloar,8258,Chief,1639
2019,17,1,t2,20190524,TryingAnewStratton,300791,Pmac,1667
2019,17,2,t1,20190530,Man of Steele,45168,Kappaz,1667
2019,17,2,t2,20190526,Swimming n Titch,21562,Richo,1526
2019,17,3,t1,20190529,Casting Crouch,180650,Jmerc,1564
2019,17,3,t2,20190523,Salt&VinegarCripps,10857,Melons,1262
2019,17,4,t1,20190525,DEVQON.1,86078,Lester,1625
2019,17,4,t2,20190528,Fire The Worpedo,71052,Garter,1791
2019,18,1,t1,20190530,Man of Steele,45168,Kappaz,1600
2019,18,1,t2,20190524,TryingAnewStratton,300791,Pmac,1624
2019,18,2,t1,20190527,Barbeques Treloar,8258,Chief,1357
2019,18,2,t2,20190529,Casting Crouch,180650,Jmerc,1594
2019,18,3,t1,20190528,Fire The Worpedo,71052,Garter,1727
2019,18,3,t2,20190526,Swimming n Titch,21562,Richo,1654
2019,18,4,t1,20190525,DEVQON.1,86078,Lester,1623
2019,18,4,t2,20190523,Salt&VinegarCripps,10857,Melons,1558
2019,19,1,t1,20190529,Casting Crouch,180650,Jmerc,1569
2019,19,1,t2,20190524,TryingAnewStratton,300791,Pmac,1434
2019,19,2,t1,20190528,Fire The Worpedo,71052,Garter,1692
2019,19,2,t2,20190530,Man of Steele,45168,Kappaz,1911
2019,19,3,t1,20190527,Barbeques Treloar,8258,Chief,1539
2019,19,3,t2,20190525,DEVQON.1,86078,Lester,1580
2019,19,4,t1,20190523,Salt&VinegarCripps,10857,Melons,1686
2019,19,4,t2,20190526,Swimming n Titch,21562,Richo,1829
2019,20,1,t1,20190528,Fire The Worpedo,71052,Garter,1623
2019,20,1,t2,20190524,TryingAnewStratton,300791,Pmac,1652
2019,20,2,t1,20190529,Casting Crouch,180650,Jmerc,1809
2019,20,2,t2,20190525,DEVQON.1,86078,Lester,1631
2019,20,3,t1,20190530,Man of Steele,45168,Kappaz,1684
2019,20,3,t2,20190523,Salt&VinegarCripps,10857,Melons,1694
2019,20,4,t1,20190527,Barbeques Treloar,8258,Chief,1474
2019,20,4,t2,20190526,Swimming n Titch,21562,Richo,1508
2019,21,1,t1,20190525,DEVQON.1,86078,Lester,1383
2019,21,1,t2,20190524,TryingAnewStratton,300791,Pmac,1637
2019,21,2,t1,20190528,Fire The Worpedo,71052,Garter,1713
2019,21,2,t2,20190523,Salt&VinegarCripps,10857,Melons,1770
2019,21,3,t1,20190529,Casting Crouch,180650,Jmerc,1618
2019,21,3,t2,20190526,Swimming n Titch,21562,Richo,1777
2019,21,4,t1,20190527,Barbeques Treloar,8258,Chief,1624
2019,21,4,t2,20190530,Man of Steele,45168,Kappaz,1559
2019,22,1,t1,20190529,Casting Crouch,180650,Jmerc,1610
2019,22,1,t2,20190524,TryingAnewStratton,300791,Pmac,1657
2019,22,2,t1,20190530,Man of Steele,45168,Kappaz,1700
2019,22,2,t2,20190523,Salt&VinegarCripps,10857,Melons,1662
2019,23,1,t1,20190530,Man of Steele,45168,Kappaz,1833
2019,23,1,t2,20190524,TryingAnewStratton,300791,Pmac,1760