"feed_id","player_id","first_name","last_name","team_abbrev","pos_1","pos_2","round.x","projected_points","points","user_team_id","team.x","coach.x","picked","type","position.x","median_score","round.y","pick","order_id","coach.y","player_name","team.y","position.y","position_drafted","time_drafted","DEF","MID","RUC","FWD","score"
291962,437,"Chad","Wingard","HAW","FWD",,7,,,23413,"The West Wingard","Simon",TRUE,"non-scoring","FWD",83.5,12,91,3,"Chief","C.Wingard","HAW","FWD","FWD","2021-04-11 18:06:57",,,,-0.487,-0.487
1001398,107,"Matthew","Kennedy","CAR","FWD","MID",7,,,,,,,,,21,12,92,4,"Jmerc","M.Kennedy","CAR","FWD MID","FWD","2021-04-11 18:07:04",,-6.881,,-6.16,-6.16
1006103,177,"Jye","Caldwell","ESS","FWD","MID",7,,,22859,"Ariana Grundy","Lester",TRUE,"non-scoring","FWD",70,12,93,5,"Melons","J.Caldwell","ESS","FWD MID","FWD","2021-04-11 18:07:09",,-2.814,,-1.712,-1.712
997142,547,"Peter","Ladhams","PTA","RUC","FWD",7,,,,,,,,,44.5,12,94,6,"Pmac","P.Ladhams","PTA","RUC FWD","FWD","2021-04-11 18:07:15",,,-4.128,-4.027,-4.027
281080,762,"Brad","Sheppard","WCE","DEF",,7,,57,20323,"La MacRaena","Anthony",TRUE,"scoring","DEF",64,12,95,7,"Richo","B.Sheppard","WCE","DEF","DEF","2021-04-11 18:07:20",-3.452,,,,-3.452
296359,472,"Christian","Salem","MEL","DEF",,7,,104,20240,"MakingTheirMarcus","James",TRUE,"scoring","DEF",104,12,96,8,"Garter","C.Salem","MEL","DEF","DEF","2021-04-11 18:07:25",0.868,,,,0.868
999827,101,"Zac","Fisher","CAR","FWD",,7,,,,,,,,,70,13,97,8,"Garter","Z.Fisher","CAR","FWD","FWD","2021-04-11 18:07:32",,,,-1.712,-1.712
293845,312,"Jeremy","Cameron","GEE","FWD",,7,,49,2018,"Surviving J.Kelly","Mark",TRUE,"scoring","FWD",66,13,98,7,"Richo","J.Cameron","GEE","FWD","FWD","2021-04-11 18:07:39",,,,-2.075,-2.075
1002264,612,"Hunter","Clark","STK","DEF",,7,,106,2016,"At Witts End","Paul",TRUE,"scoring","DEF",106,13,99,6,"Pmac","H.Clark","STK","DEF","DEF","2021-04-11 18:07:44",1.084,,,,1.084
998133,51,"Jarrod","Berry","BRL","MID",,7,,,,,,,,,51,13,100,5,"Melons","J.Berry","BRL","MID","MID","2021-04-11 18:07:49",,-4.391,,,-4.391
296351,607,"Jack","Billings","STK","MID",,7,,96,23345,"Pink Lloyd","Jordan",TRUE,"scoring","MID",96,13,101,4,"Jmerc","J.Billings","STK","MID","MID","2021-04-11 18:07:54",,-0.656,,,-0.656
281007,254,"Michael","Walters","FRE","FWD","MID",7,,83,23413,"The West Wingard","Simon",TRUE,"scoring","FWD",61,13,102,3,"Chief","M.Walters","FRE","FWD MID","FWD","2021-04-11 18:08:00",,-3.561,,-2.529,-2.529
1004364,760,"Liam","Ryan","WCE","FWD",,7,,,,,,,,,61.5,13,103,2,"Lester","L.Ryan","WCE","FWD","FWD","2021-04-11 18:08:06",,,,-2.484,-2.484
1002222,438,"James","Worpel","HAW","MID",,7,,110,,,,,,,54,13,104,1,"Kappaz","J.Worpel","HAW","MID","MID","2021-04-11 18:08:10",,-4.142,,,-4.142
996059,47,"Harris","Andrews","BRL","DEF",,7,,123,6510,"The Big Short","Luke",TRUE,"scoring","DEF",92,14,105,1,"Kappaz","H.Andrews","BRL","DEF","DEF","2021-04-11 18:08:16",-0.428,,,,-0.428
261323,419,"Ben","McEvoy","HAW","DEF","RUC",7,,106,,,,,,,89,14,106,2,"Lester","B.McEvoy","HAW","DEF RUC","DEF","2021-04-11 18:08:22",-0.752,,-1.456,,-0.752
993903,373,"Jacob","Hopper","GWS","MID",,7,,104,23413,"The West Wingard","Simon",TRUE,"scoring","MID",104,14,107,3,"Chief","J.Hopper","GWS","MID","MID","2021-04-11 18:08:27",,0.007,,,0.007
298630,194,"Kyle","Langford","ESS","FWD","MID",7,,68,23345,"Pink Lloyd","Jordan",TRUE,"scoring","FWD",71,14,108,4,"Jmerc","K.Langford","ESS","FWD MID","FWD","2021-04-11 18:08:32",,-2.731,,-1.621,-1.621
1006130,718,"Bailey","Smith","WBD","MID",,7,,97,20323,"La MacRaena","Anthony",TRUE,"scoring","MID",87,14,109,5,"Melons","B.Smith","WBD","MID","MID","2021-04-11 18:08:36",,-1.403,,,-1.403
260382,664,"Josh P.","Kennedy","SYD","MID",,7,,80,2016,"At Witts End","Paul",TRUE,"scoring","MID",92,14,110,6,"Pmac","J.P.Kennedy","SYD","MID","MID","2021-04-11 18:08:41",,-0.988,,,-0.988
297899,449,"James","Harmes","MEL","DEF",,7,,,6510,"The Big Short","Luke",FALSE,"non-scoring","DEF",64,14,111,7,"Richo","J.Harmes","MEL","DEF","DEF","2021-04-11 18:08:47",-3.452,,,,-3.452
993817,202,"Darcy","Parish","ESS","MID",,7,,107,20240,"MakingTheirMarcus","James",TRUE,"scoring","MID",99,14,112,8,"Garter","D.Parish","ESS","MID","MID","2021-04-11 18:08:51",,-0.408,,,-0.408
291545,724,"Mitch","Wallis","WBD","FWD",,7,,,,,,,,,45.5,15,113,8,"Garter","M.Wallis","WBD","FWD","FWD","2021-04-11 18:08:59",,,,-3.936,-3.936
1001299,559,"Connor","Rozee","PTA","FWD",,7,,85,,,,,,,54,15,114,7,"Richo","C.Rozee","PTA","FWD","FWD","2021-04-11 18:09:04",,,,-3.164,-3.164
280078,763,"Luke","Shuey","WCE","MID",,7,,,,,,,,,122,15,115,6,"Pmac","L.Shuey","WCE","MID","MID","2021-04-11 18:09:09",,1.501,,,1.501
281091,278,"Hugh","Greenwood","GCS","MID",,7,,142,20323,"La MacRaena","Anthony",TRUE,"scoring","MID",79,15,116,5,"Melons","H.Greenwood","GCS","MID","MID","2021-04-11 18:09:14",,-2.067,,,-2.067
294828,330,"Josh","Jenkins","GEE","RUC","FWD",7,,,,,,,,,43,15,117,4,"Jmerc","J.Jenkins","GEE","RUC FWD","FWD","2021-04-11 18:09:19",,,-4.218,-4.163,-4.163
993979,557,"Sam","Powell-Pepper","PTA","FWD","MID",7,,75,6510,"The Big Short","Luke",FALSE,"non-scoring","FWD",75,15,118,3,"Chief","S.Powell-Pepper","PTA","FWD MID","FWD","2021-04-11 18:09:24",,-2.399,,-1.258,-1.258
280921,487,"Ben","Cunnington","NTH","MID",,7,,145,20323,"La MacRaena","Anthony",TRUE,"scoring","MID",86,15,119,2,"Lester","B.Cunnington","NTH","MID","MID","2021-04-11 18:09:30",,-1.486,,,-1.486
1005717,614,"Nick","Coffield","STK","DEF",,7,,84,,,,,,,66,15,120,1,"Kappaz","N.Coffield","STK","DEF","DEF","2021-04-11 18:09:37",-3.236,,,,-3.236
991930,530,"Darcy","Byrne-Jones","PTA","DEF",,7,,57,2016,"At Witts End","Paul",TRUE,"scoring","DEF",69,16,121,1,"Kappaz","D.Byrne-Jones","PTA","DEF","DEF","2021-04-11 18:09:45",-2.912,,,,-2.912
1004095,286,"Jack","Lukosius","GCS","DEF",,7,,55,20323,"La MacRaena","Anthony",TRUE,"scoring","DEF",79,16,122,2,"Lester","J.Lukosius","GCS","DEF","DEF","2021-04-11 18:10:08",-1.832,,,,-1.832
294859,752,"Jeremy","McGovern","WCE","DEF",,7,,,23413,"The West Wingard","Simon",FALSE,"non-scoring","DEF",87,16,123,3,"Chief","J.McGovern","WCE","DEF","DEF","2021-04-11 18:10:14",-0.968,,,,-0.968
996765,676,"Tom","Papley","SYD","FWD",,7,,59,,,,,,,62,16,124,4,"Jmerc","T.Papley","SYD","FWD","FWD","2021-04-11 18:10:19",,,,-2.438,-2.438
240283,744,"Shannon","Hurn","WCE","DEF",,7,,,,,,,,,112.5,16,125,5,"Melons","S.Hurn","WCE","DEF","DEF","2021-04-11 18:10:23",1.786,,,,1.786
296254,413,"Jarman","Impey","HAW","FWD",,7,,74,2016,"At Witts End","Paul",TRUE,"scoring","FWD",105,16,126,6,"Pmac","J.Impey","HAW","FWD","FWD","2021-04-11 18:10:28",,,,1.465,1.465
1004592,699,"Tim","English","WBD","RUC",,7,,,,,,,,,80.5,16,127,7,"Richo","T.English","WBD","RUC","RUC","2021-04-11 18:11:05",,,-1.966,,-1.966
1002227,622,"Jack","Higgins","STK","FWD",,7,,88,,,,,,,68,16,128,8,"Garter","J.Higgins","STK","FWD","FWD","2021-04-11 18:11:12",,,,-1.894,-1.894
1002240,509,"Jaidyn","Stephenson","NTH","FWD",,7,,84,20240,"MakingTheirMarcus","James",TRUE,"scoring","FWD",80,17,129,8,"Garter","J.Stephenson","NTH","FWD","FWD","2021-04-11 18:11:20",,,,-0.804,-0.804
294613,427,"Jaeger","O'Meara","HAW","MID",,7,,,2018,"Surviving J.Kelly","Mark",FALSE,"non-scoring","MID",114,17,130,7,"Richo","J.O'Meara","HAW","MID","MID","2021-04-11 18:11:27",,0.837,,,0.837
290627,594,"Dion","Prestia","RIC","MID",,7,,,,,,,,,82,17,131,6,"Pmac","D.Prestia","RIC","MID","MID","2021-04-11 18:11:40",,-1.818,,,-1.818
270963,37,"Rory","Sloane","ADE","MID",,7,,,20323,"La MacRaena","Anthony",FALSE,"non-scoring","MID",119,17,132,5,"Melons","R.Sloane","ADE","MID","MID","2021-04-11 18:11:45",,1.252,,,1.252
1002239,222,"Adam","Cerra","FRE","MID",,7,,,23345,"Pink Lloyd","Jordan",FALSE,"non-scoring","MID",120,17,133,4,"Jmerc","A.Cerra","FRE","MID","MID","2021-04-11 18:11:50",,1.335,,,1.335
296035,489,"Trent","Dumont","NTH","MID",,7,,,23413,"The West Wingard","Simon",FALSE,"non-scoring","MID",0,17,134,3,"Chief","T.Dumont","NTH","MID","MID","2021-04-11 18:11:55",,-8.623,,,-8.623
1009420,245,"Caleb","Serong","FRE","MID",,7,,53,22859,"Ariana Grundy","Lester",TRUE,"scoring","MID",64,17,135,2,"Lester","C.Serong","FRE","MID","MID","2021-04-11 18:12:00",,-3.312,,,-3.312
1006152,313,"Jordan","Clark","GEE","DEF","MID",7,,72,,,,,,,69,17,136,1,"Kappaz","J.Clark","GEE","DEF MID","DEF","2021-04-11 18:12:06",-2.912,-2.897,,,-2.897
294877,344,"Isaac","Smith","GEE","FWD","MID",7,,75,6510,"The Big Short","Luke",TRUE,"scoring","FWD",77,18,137,1,"Kappaz","I.Smith","GEE","FWD MID","FWD","2021-04-11 18:12:11",,-2.233,,-1.077,-1.077
998129,264,"Will","Brodie","GCS","MID","FWD",7,,,,,,,,,54,18,138,2,"Lester","W.Brodie","GCS","MID FWD","FWD","2021-04-11 18:12:16",,-4.142,,-3.164,-3.164
1005054,139,"Josh","Daicos","COL","MID",,7,,105,,,,,,,72,18,139,3,"Chief","J.Daicos","COL","MID","MID","2021-04-11 18:12:21",,-2.648,,,-2.648
294101,705,"Jason","Johannisen","WBD","DEF",,7,,19,,,,,,,61,18,140,4,"Jmerc","J.Johannisen","WBD","DEF","DEF","2021-04-11 18:12:27",-3.776,,,,-3.776
292128,771,"Elliot","Yeo","WCE","MID",,7,,,,,,,,,0,18,141,5,"Melons","E.Yeo","WCE","MID","MID","2021-04-11 18:12:32",,-8.623,,,-8.623
992242,653,"Jordan","Dawson","SYD","DEF",,7,,85,2016,"At Witts End","Paul",TRUE,"scoring","DEF",85,18,142,6,"Pmac","J.Dawson","SYD","DEF","DEF","2021-04-11 18:12:38",-1.184,,,,-1.184
260227,327,"Shaun","Higgins","GEE","MID",,7,,,,,,,,,73,18,143,7,"Richo","S.Higgins","GEE","MID","MID","2021-04-11 18:12:43",,-2.565,,,-2.565
291902,478,"Jack","Viney","MEL","MID",,7,,,23345,"Pink Lloyd","Jordan",TRUE,"non-scoring","MID",99,18,144,8,"Garter","J.Viney","MEL","MID","MID","2021-04-11 18:12:47",,-0.408,,,-0.408
294518,58,"Joe","Daniher","BRL","FWD",,7,,109,,,,,,,82,19,145,8,"Garter","J.Daniher","BRL","FWD","FWD","2021-04-11 18:12:54",,,,-0.623,-0.623
998215,124,"Will","Setterfield","CAR","MID",,7,,,,,,,,,45,19,146,7,"Richo","W.Setterfield","CAR","MID","MID","2021-04-11 18:13:01",,-4.889,,,-4.889
290838,738,"Jack","Darling","WCE","FWD",,7,,123,2016,"At Witts End","Paul",TRUE,"scoring","FWD",88,19,147,6,"Pmac","J.Darling","WCE","FWD","FWD","2021-04-11 18:13:06",,,,-0.078,-0.078
991988,626,"Zak","Jones","STK","MID",,7,,159,,,,,,,63,19,148,5,"Melons","Z.Jones","STK","MID","MID","2021-04-11 18:13:13",,-3.395,,,-3.395
1002267,488,"Luke","Davies-Uniacke","NTH","MID",,7,,,23345,"Pink Lloyd","Jordan",FALSE,"non-scoring","MID",68,19,149,4,"Jmerc","L.Davies-Uniacke","NTH","MID","MID","2021-04-11 18:13:18",,-2.98,,,-2.98
290629,187,"Dyson","Heppell","ESS","MID",,7,,87,2016,"At Witts End","Paul",TRUE,"scoring","MID",89,19,150,3,"Chief","D.Heppell","ESS","MID","MID","2021-04-11 18:13:24",,-1.237,,,-1.237
295584,624,"Bradley","Hill","STK","MID",,7,,124,,,,,,,59,19,151,2,"Lester","B.Hill","STK","MID","MID","2021-04-11 18:13:30",,-3.727,,,-3.727
293813,585,"Tom J.","Lynch","RIC","FWD",,7,,102,,,,,,,66,19,152,1,"Kappaz","T.J.Lynch","RIC","FWD","FWD","2021-04-11 18:13:35",,,,-2.075,-2.075
998260,263,"Jack","Bowes","GCS","DEF",,7,,110,20240,"MakingTheirMarcus","James",TRUE,"scoring","DEF",107,20,153,1,"Kappaz","J.Bowes","GCS","DEF","DEF","2021-04-11 18:13:42",1.192,,,,1.192
1009528,367,"Tom","Green","GWS","MID",,7,,111,,,,,,,67,20,154,2,"Lester","T.Green","GWS","MID","MID","2021-04-11 18:13:47",,-3.063,,,-3.063
998130,259,"Ben","Ainsworth","GCS","FWD",,7,,40,,,,,,,46.5,20,155,3,"Chief","B.Ainsworth","GCS","FWD","FWD","2021-04-11 18:13:55",,,,-3.845,-3.845
998114,433,"Jack","Scrimshaw","HAW","DEF",,7,,103,,,,,,,74.5,20,156,4,"Jmerc","J.Scrimshaw","HAW","DEF","DEF","2021-04-11 18:14:00",-2.318,,,,-2.318
270938,21,"Tom","Lynch","ADE","FWD",,7,,,,,,,,,64.5,20,157,5,"Melons","T.Lynch","ADE","FWD","FWD","2021-04-11 18:14:04",,,,-2.211,-2.211
996464,287,"Darcy","MacPherson","GCS","FWD",,7,,,,,,,,,67,20,158,6,"Pmac","D.MacPherson","GCS","FWD","FWD","2021-04-11 18:14:10",,,,-1.984,-1.984
298281,459,"Jake","Lever","MEL","DEF",,7,,70,2018,"Surviving J.Kelly","Mark",TRUE,"scoring","DEF",106,20,159,7,"Richo","J.Lever","MEL","DEF","DEF","2021-04-11 18:14:15",1.084,,,,1.084
270146,96,"Ed","Curnow","CAR","MID",,7,,108,20240,"MakingTheirMarcus","James",TRUE,"scoring","MID",99,20,160,8,"Garter","E.Curnow","CAR","MID","MID","2021-04-11 18:14:19",,-0.408,,,-0.408
994386,308,"Tom","Atkins","GEE","FWD",,7,,90,20240,"MakingTheirMarcus","James",TRUE,"scoring","FWD",90,21,161,8,"Garter","T.Atkins","GEE","FWD","FWD","2021-04-11 18:14:27",,,,0.103,0.103
1004385,732,"Oscar","Allen","WCE","FWD",,7,,60,2018,"Surviving J.Kelly","Mark",TRUE,"scoring","FWD",77,21,162,7,"Richo","O.Allen","WCE","FWD","FWD","2021-04-11 18:14:36",,,,-1.077,-1.077
250312,583,"Bachar","Houli","RIC","DEF",,7,,143,2016,"At Witts End","Paul",TRUE,"scoring","DEF",90.5,21,163,6,"Pmac","B.Houli","RIC","DEF","DEF","2021-04-11 18:14:40",-0.59,,,,-0.59
1000932,8,"Tom","Doedee","ADE","DEF",,7,,102,6510,"The Big Short","Luke",TRUE,"scoring","DEF",97,21,164,5,"Melons","T.Doedee","ADE","DEF","DEF","2021-04-11 18:14:45",0.112,,,,0.112
291773,114,"Jack","Newnes","CAR","MID","FWD",7,,67,,,,,,,66,21,165,4,"Jmerc","J.Newnes","CAR","MID FWD","FWD","2021-04-11 18:14:50",,-3.146,,-2.075,-2.075
296371,219,"Brett","Bewley","FRE","FWD","MID",7,,,,,,,,,0,21,166,3,"Chief","B.Bewley","FRE","FWD MID","FWD","2021-04-11 18:14:57",,-8.623,,-8.066,-8.066
1000223,566,"Liam","Baker","RIC","DEF",,7,,96,,,,,,,76,21,167,2,"Lester","L.Baker","RIC","DEF","DEF","2021-04-11 18:15:01",-2.156,,,,-2.156
296296,761,"Dom","Sheed","WCE","MID",,7,,106,6510,"The Big Short","Luke",TRUE,"scoring","MID",98,21,168,1,"Kappaz","D.Sheed","WCE","MID","MID","2021-04-11 18:15:06",,-0.491,,,-0.491
1008089,164,"Isaac","Quaynor","COL","DEF",,7,,50,,,,,,,62,22,169,1,"Kappaz","I.Quaynor","COL","DEF","DEF","2021-04-11 18:15:11",-3.668,,,,-3.668
1002256,99,"Paddy","Dow","CAR","FWD","MID",7,,16,,,,,,,41,22,170,2,"Lester","P.Dow","CAR","FWD MID","FWD","2021-04-11 18:15:19",,-5.221,,-4.344,-4.344
998205,382,"Harry","Perryman","GWS","MID",,7,,111,23413,"The West Wingard","Simon",TRUE,"scoring","MID",98,22,171,3,"Chief","H.Perryman","GWS","MID","MID","2021-04-11 18:15:24",,-0.491,,,-0.491
1009199,260,"Noah","Anderson","GCS","MID",,7,,73,22859,"Ariana Grundy","Lester",TRUE,"scoring","MID",93,22,172,4,"Jmerc","N.Anderson","GCS","MID","MID","2021-04-11 18:15:32",,-0.905,,,-0.905
294307,616,"Brad","Crouch","STK","MID",,7,,99,20323,"La MacRaena","Anthony",TRUE,"scoring","MID",83,22,173,5,"Melons","B.Crouch","STK","MID","MID","2021-04-11 18:15:37",,-1.735,,,-1.735
296334,535,"Orazio","Fantasia","PTA","DEF","FWD",7,,35,,,,,,,61,22,174,6,"Pmac","O.Fantasia","PTA","DEF FWD","FWD","2021-04-11 18:15:42",-3.776,,,-2.529,-2.529
298419,339,"Brandan","Parfitt","GEE","MID",,7,,80,2016,"At Witts End","Paul",TRUE,"scoring","MID",75,22,175,7,"Richo","B.Parfitt","GEE","MID","MID","2021-04-11 18:15:48",,-2.399,,,-2.399
290746,550,"Scott","Lycett","PTA","RUC",,7,,54,20240,"MakingTheirMarcus","James",TRUE,"scoring","RUC",94,22,176,8,"Garter","S.Lycett","PTA","RUC","RUC","2021-04-11 18:16:12",,,-1.156,,-1.156
297566,436,"James","Sicily","HAW","DEF",,7,,,,,,,,,0,,,,,,,,,,-10.364,,,,-10.364
280317,345,"Rhys","Stanley","GEE","RUC",,7,,47,23413,"The West Wingard","Simon",FALSE,"scoring","RUC",75,,,,,,,,,,,,-2.297,,-2.297
250267,640,"Paddy","Ryder","STK","RUC",,7,,82,2016,"At Witts End","Paul",TRUE,"scoring","RUC",82,,,,,,,,,,,,-1.876,,-1.876
240052,240,"David","Mundy","FRE","MID",,7,,115,20240,"MakingTheirMarcus","James",TRUE,"scoring","MID",115,,,,,,,,,,,0.92,,,0.92
298264,457,"Ed","Langdon","MEL","MID",,7,,120,20240,"MakingTheirMarcus","James",FALSE,"non-scoring","MID",104,,,,,,,,,,,0.007,,,0.007
290738,504,"Jared","Polec","NTH","MID",,7,,,,,,,,,68,,,,,,,,,,,-2.98,,,-2.98
270325,510,"Robbie","Tarrant","NTH","DEF",,7,,,,,,,,,0,,,,,,,,,,-10.364,,,,-10.364
291771,209,"Devon","Smith","ESS","MID",,7,,88,,,,,,,68,,,,,,,,,,,-2.98,,,-2.98
296294,216,"Blake","Acres","FRE","MID",,7,,81,,,,,,,75,,,,,,,,,,,-2.399,,,-2.399
293713,272,"Brandon","Ellis","GCS","MID",,7,,143,6510,"The Big Short","Luke",TRUE,"scoring","MID",103,,,,,,,,,,,-0.076,,,-0.076
990290,733,"Tom","Barrass","WCE","DEF",,7,,,,,,,,,84.5,,,,,,,,,,-1.238,,,,-1.238
990827,581,"Jack","Graham","RIC","MID",,7,,73,,,,,,,60,,,,,,,,,,,-3.644,,,-3.644
250321,342,"Joel","Selwood","GEE","MID",,7,,133,2018,"Surviving J.Kelly","Mark",TRUE,"scoring","MID",104,,,,,,,,,,,0.007,,,0.007
250105,112,"Marc","Murphy","CAR","MID",,7,,,22859,"Ariana Grundy","Lester",FALSE,"non-scoring","MID",63.5,,,,,,,,,,,-3.354,,,-3.354
270896,576,"Trent","Cotchin","RIC","MID",,7,,95,,,,,,,83,,,,,,,,,,,-1.735,,,-1.735
1005521,71,"Oscar","McInerney","BRL","RUC",,7,,84,,,,,,,96.5,,,,,,,,,,,,-1.006,,-1.006
298174,591,"Toby","Nankervis","RIC","RUC",,7,,77,2018,"Surviving J.Kelly","Mark",TRUE,"scoring","RUC",89,,,,,,,,,,,,-1.456,,-1.456
290832,302,"David","Swallow","GCS","MID",,7,,98,,,,,,,96,,,,,,,,,,,-0.656,,,-0.656
291351,407,"Jack","Gunston","HAW","FWD",,7,,22,20323,"La MacRaena","Anthony",TRUE,"scoring","FWD",22,,,,,,,,,,,,,-6.069,-6.069
280744,396,"Luke","Breust","HAW","FWD",,7,,66,,,,,,,66,,,,,,,,,,,,,-2.075,-2.075
298421,620,"Jade","Gresham","STK","MID",,7,,,,,,,,,82,,,,,,,,,,,-1.818,,,-1.818
298524,306,"Lachie","Weller","GCS","MID",,7,,70,,,,,,,74,,,,,,,,,,,-2.482,,,-2.482
