"id","feed_id","first_name","last_name","team","pos1","pos2","proj","adp","rank"
695,"297373","Marcus","Bontempelli","WBD","MID",,129.65,1.7132,1
706,"1004592","Tim","English","WBD","RUC",,127.96,3.0171,2
458,"996701","Clayton","Oliver","MEL","MID",,120.62,10.698,6
459,"298210","Christian","Petracca","MEL","MID",,119.48,5.3341,4
20,"293222","Rory","Laird","ADE","MID",,116.86,9.273,5
197,"992016","Zach","Merrett","ESS","MID",,116.32,11.1823,7
138,"1023261","Nick","Daicos","COL","DEF","MID",116.3,4.178,3
717,"290799","Tom","Liberatore","WBD","MID",,116.05,16.3491,14
9,"992242","Jordan","Dawson","ADE","MID",,115.87,11.4852,9
54,"993834","Josh","Dunkley","BRL","MID",,115.24,16.9506,15
629,"992468","Rowan","Marshall","STK","RUC",,114.35,12.6357,10
425,"297566","James","Sicily","HAW","DEF",,114.05,11.461,8
526,"1006121","Zak","Butters","PTA","MID",,113.83,13.1471,11
342,"291800","Tom","Stewart","GEE","DEF",,113.68,15.2098,13
483,"1002267","Luke","Davies-Uniacke","NTH","MID",,113.64,19.8105,18
663,"1013128","Errol","Gulden","SYD","MID",,111.3,14.1941,12
242,"1009420","Caleb","Serong","FRE","MID",,111.23,21.0714,19
362,"1009528","Tom","Green","GWS","MID",,111.21,18.5971,16
72,"293535","Lachie","Neale","BRL","MID",,110.39,23.3441,20
241,"998659","Luke","Ryan","FRE","DEF",,109.48,24.0147,21
215,"1002232","Andrew","Brayshaw","FRE","MID",,108.96,25.414,23
350,"1008436","Kieren","Briggs","GWS","RUC",,108.93,30.4514,26
93,"1002239","Adam","Cerra","CAR","MID",,108.32,34.8517,32
198,"993817","Darcy","Parish","ESS","MID",,108.11,33.2468,29
730,"291790","Adam","Treloar","WBD","MID",,107.68,41.0418,37
552,"1001299","Connor","Rozee","PTA","MID",,107.57,27.9701,24
639,"994389","Jack","Sinclair","STK","DEF",,106.7,24.4791,22
601,"998172","Tim","Taranto","RIC","MID",,106.65,34.1349,30
301,"291975","Jarrod","Witts","GCS","RUC",,106.14,34.3632,31
537,"994295","Dan","Houston","PTA","DEF",,106.13,31.7333,28
221,"998145","Sean","Darcy","FRE","RUC",,105.47,38.67,35
257,"1009199","Noah","Anderson","GCS","MID",,104.91,38.683,36
443,"290528","Max","Gawn","MEL","RUC",,104.45,18.9755,17
590,"298174","Toby","Nankervis","RIC","RUC",,104.33,50.2026,49
126,"1006094","Sam","Walsh","CAR","MID",,103.2,30.7243,27
762,"295898","Tim","Kelly","WCE","MID",,102.73,50.1749,48
293,"1009208","Matt","Rowell","GCS","MID",,102.3,48.1781,44
355,"291969","Stephen","Coniglio","GWS","MID",,101.7,50.2707,50
372,"296347","Josh","Kelly","GWS","MID",,101.63,49.2881,46
101,"295518","Sam","Docherty","CAR","MID",,100.6,56.6427,58
690,"1012014","Chad","Warner","SYD","MID",,100.25,49.9008,47
120,"297907","Nic","Newman","CAR","DEF",,100.19,47.7218,43
474,"291902","Jack","Viney","MEL","MID",,100.14,61.0229,65
719,"295467","Jack","Macrae","WBD","MID","FWD",99.91,29.3382,25
509,"1023518","Harry","Sheezel","NTH","DEF",,99.52,35.9752,34
137,"1005054","Josh","Daicos","COL","MID",,99.09,54.9754,54
598,"992049","Jayden","Short","RIC","DEF",,98.63,48.5762,45
418,"1020895","Jai","Newcombe","HAW","MID",,98.27,53.5475,52
230,"1009399","Luke","Jackson","FRE","RUC","FWD",97.87,35.3079,33
286,"298272","Touk","Miller","GCS","MID",,97.62,45.5389,40
99,"996731","Charlie","Curnow","CAR","FWD",,97.57,45.6055,41
97,"990704","Patrick","Cripps","CAR","MID",,97.52,55.3984,55
615,"294307","Brad","Crouch","STK","MID",,97.52,70.4127,71
397,"1008550","Will","Day","HAW","MID",,97.43,69.1813,70
682,"290778","Luke","Parker","SYD","MID",,96.86,73.5124,72
566,"993993","Shai","Bolton","RIC","MID","FWD",96.74,45.3374,38
139,"994185","Jordan","De Goey","COL","MID",,96.61,60.3315,64
27,"297523","Reilly","O'Brien","ADE","RUC",,95.78,67.2841,68
671,"295342","Jake","Lloyd","SYD","DEF",,95.77,58.3193,62
180,"271129","Todd","Goldstein","ESS","RUC",,95.45,83.9936,88
202,"1001026","Jordan","Ridley","ESS","DEF",,94.88,54.9373,53
640,"296205","Jack","Steele","STK","MID",,94.75,59.954,63
159,"291856","Tom","Mitchell","COL","MID",,94.65,78.7962,79
68,"1005521","Oscar","McInerney","BRL","RUC",,94.36,83.0349,86
585,"290847","Dustin","Martin","RIC","FWD",,94.35,52.2173,51
645,"296422","Callum","Wilkie","STK","DEF",,94.22,68.4743,69
163,"260257","Scott","Pendlebury","COL","MID",,93.95,86.4525,89
255,"1009256","Hayden","Young","FRE","DEF",,93.95,45.5377,39
67,"1000978","Hugh","McCluggage","BRL","MID",,93.73,78.769,78
648,"295340","Mason","Wood","STK","MID",,92.96,89.8047,95
389,"294305","Lachie","Whitfield","GWS","DEF",,92.86,62.1635,66
703,"295136","Caleb","Daniel","WBD","MID","FWD",92.83,56.0798,57
133,"990291","Darcy","Cameron","COL","RUC",,92.19,88.7857,92
603,"294674","Nick","Vlastuin","RIC","DEF",,92.1,82.5681,84
289,"1007881","Wil","Powell","GCS","DEF",,91.89,80.3926,80
304,"296733","Mark","Blicavs","GEE","RUC","MID",91.58,83.3567,87
363,"295344","Toby","Greene","GWS","FWD",,91,55.9113,56
415,"1006314","Dylan","Moore","HAW","FWD",,91,66.6015,67
200,"997078","Mason","Redman","ESS","DEF",,90.87,74.0575,73
702,"996708","Bailey","Dale","WBD","DEF",,90.83,77.289,77
160,"298288","Darcy","Moore","COL","DEF",,90.52,77.0166,75
315,"281065","Mitch","Duncan","GEE","DEF",,90.31,88.6299,91
515,"1005729","Tarryn","Thomas","NTH","MID",,90.25,104.414,109
749,"298268","Liam","Duggan","WCE","DEF",,90.09,89.0031,93
432,"1002222","James","Worpel","HAW","MID",,89.96,98.6982,102
436,"298279","Angus","Brayshaw","MEL","DEF","MID",89.83,77.048,76
124,"295461","Adam","Saad","CAR","DEF",,89.59,86.465,90
41,"280506","Taylor","Walker","ADE","FWD",,89.55,81.4275,82
652,"1006028","Nick","Blakey","SYD","DEF",,89.39,81.9673,83
136,"293871","Jack","Crisp","COL","MID",,89.22,100.961,104
44,"996059","Harris","Andrews","BRL","DEF",,89.09,93.5911,98
273,"1009260","Sam","Flanders","GCS","MID","FWD",88.43,57.3868,60
193,"1012013","Nic","Martin","ESS","MID",,88.17,92.0169,97
752,"993902","Matt","Flynn","WCE","RUC",,88,105.663,110
220,"997033","Brennan","Cox","FRE","DEF",,87.85,106.856,114
7,"297401","Matt","Crouch","ADE","MID",,97.57,94.9899,99
312,"270917","Patrick","Dangerfield","GEE","MID",,87.72,105.942,111
679,"993905","Callum","Mills","SYD","MID",,87.74,101.404,106
530,"280711","Charlie","Dixon","PTA","FWD",,87.69,102.763,107
87,"296294","Blake","Acres","CAR","MID",,87.5,117.402,125
302,"994386","Tom","Atkins","GEE","MID",,87.04,116.725,122
594,"1000981","Daniel","Rioli","RIC","DEF",,86.91,96.9082,100
194,"998102","Andrew","McGrath","ESS","DEF",,86.87,103.218,108
555,"998529","Ivan","Soldo","PTA","RUC",,86.88,118.367,127
666,"298539","Isaac","Heeney","SYD","FWD",,86.55,76.252,74
390,"297354","Karl","Amon","HAW","MID",,86.48,107.397,115
662,"293957","Brodie","Grundy","SYD","RUC",,86.24,47.6156,42
725,"1008280","Ed","Richards","WBD","DEF",,86.21,106.387,112
403,"993794","Blake","Hardwick","HAW","DEF",,86.17,117.076,124
86,"261224","Dayne","Zorko","BRL","MID","FWD",86,97.686,101
417,"1007124","Conor","Nash","HAW","MID",,86,127.759,144
531,"1000972","Willem","Drew","PTA","MID",,85.35,128.676,146
168,"280965","Steele","Sidebottom","COL","MID",,85.29,134.08,153
643,"1015507","Nasiah","Wanganeen-Milera","STK","DEF",,85.13,89.5909,94
534,"298111","Jeremy","Finlayson","PTA","FWD",,85.1,106.718,113
127,"993832","Jacob","Weitering","CAR","DEF",,85.09,120.087,131
204,"998215","Will","Setterfield","ESS","MID",,85,130.532,149
16,"1004863","Mitchell","Hinge","ADE","DEF",,84.86,121.017,134
462,"1009378","Trent","Rivers","MEL","DEF",,84.83,114.502,120
46,"1023517","Will","Ashcroft","BRL","MID",,84.5,119.069,129
778,"998128","Alex","Witherden","WCE","DEF",,84.5,120.811,133
773,"296296","Dom","Sheed","WCE","MID",,84.33,143.553,161
766,"294859","Jeremy","McGovern","WCE","DEF",,84.22,133.907,152
451,"281085","Steven","May","MEL","DEF",,83.9,123.838,140
348,"1009253","Lachie","Ash","GWS","DEF",,83.83,122.865,138
384,"1005247","Sam","Taylor","GWS","DEF",,83.73,121.991,136
686,"1006126","James","Rowbottom","SYD","MID",,83.65,136.298,155
300,"298524","Lachie","Weller","GCS","DEF",,83.33,145.961,166
560,"294318","Ollie","Wines","PTA","MID",,82.96,110.741,117
307,"293845","Jeremy","Cameron","GEE","FWD",,82.8,80.4465,81
52,"294518","Joe","Daniher","BRL","FWD",,82.65,111.641,119
31,"1001195","Izak","Rankine","ADE","FWD",,82.6,100.5,103
218,"1006152","Jordan","Clark","FRE","DEF",,82.48,127.909,145
36,"291748","Brodie","Smith","ADE","DEF",,82.32,145.856,165
592,"290627","Dion","Prestia","RIC","MID",,81.25,148.304,170
369,"1008083","Connor","Idun","GWS","DEF",,81.22,147.084,168
331,"1004938","Gryan","Miers","GEE","FWD",,80.78,117.027,123
19,"993946","Ben","Keays","ADE","FWD",,80.61,110.09,116
367,"993107","Harry","Himmelberg","GWS","DEF",,80.59,117.89,126
184,"290629","Dyson","Heppell","ESS","DEF",,80.45,155.72,176
154,"992010","Brayden","Maynard","COL","DEF",,80.41,142.016,157
238,"294613","Jaeger","O'Meara","FRE","MID",,80.38,155.923,177
114,"297255","Mitch","McGovern","CAR","DEF",,80.32,159.717,182
728,"1006130","Bailey","Smith","WBD","MID","FWD",80.26,120.643,132
739,"990290","Tom","Barrass","WCE","DEF",,80.07,159.993,184
779,"292128","Elliot","Yeo","WCE","DEF","MID",80,124.615,141
162,"1000072","John","Noble","COL","DEF",,79.96,162.168,189
325,"1015889","Max","Holmes","GEE","MID",,79.81,143.967,163
562,"1000223","Liam","Baker","RIC","DEF","FWD",79.74,101.042,105
567,"295203","Nathan","Broad","RIC","DEF",,79.74,166.419,196
633,"1023272","Mitch","Owens","STK","FWD",,79.68,111.009,118
511,"993998","Jy","Simpkin","NTH","MID",,79.33,130.315,148
167,"1000860","Lachie","Schultz","COL","FWD",,79.13,122.857,137
190,"298630","Kyle","Langford","ESS","FWD",,79.09,131.641,150
352,"1009708","Jack","Buckley","GWS","DEF",,78.78,167.221,197
269,"293713","Brandon","Ellis","GCS","MID",,78.75,171.878,212
106,"294036","George","Hewett","CAR","MID",,78.74,150.285,173
581,"993903","Jacob","Hopper","RIC","MID",,78.63,136.561,156
322,"261510","Tom","Hawkins","GEE","FWD",,78.45,143.016,159
649,"291776","Taylor","Adams","SYD","MID","FWD",78.23,90.7626,96
173,"1006103","Jye","Caldwell","ESS","MID","FWD",78.19,127.749,143
502,"296355","Luke","McDonald","NTH","DEF",,77.91,163.203,191
405,"296254","Jarman","Impey","HAW","DEF",,77.77,170.654,206
446,"294557","Lachie","Hunter","MEL","MID",,77.73,173.263,214
47,"1002312","Zac","Bailey","BRL","MID","FWD",77.71,118.474,128
536,"1011640","Jason","Horne-Francis","PTA","MID",,77.64,123.203,139
23,"990882","Wayne","Milera","ADE","DEF",,77.5,172.892,213
533,"1002253","Kane","Farrell","PTA","DEF",,77.2,179.233,220
35,"270963","Rory","Sloane","ADE","MID",,77,179.991,222
776,"1006114","Bailey J.","Williams","WCE","RUC",,76.91,167.755,202
48,"998133","Jarrod","Berry","BRL","MID",,76.5,178.591,219
256,"998130","Ben","Ainsworth","GCS","FWD",,76.38,150.305,174
758,"994385","Jayden","Hunt","WCE","DEF",,76.39,185.51,228
525,"992128","Ryan","Burton","PTA","DEF",,76.3,188.448,236
283,"1004095","Jack","Lukosius","GCS","FWD",,76.05,148.857,171
508,"1006058","Bailey","Scott","NTH","MID",,75.83,175.385,216
177,"1005577","Sam","Draper","ESS","RUC",,75.57,159.778,183
296,"290832","David","Swallow","GCS","MID",,75.43,187.935,235
658,"998103","Oliver","Florent","SYD","DEF",,75.39,170.979,209
319,"290550","Cameron","Guthrie","GEE","MID",,83.67,129.306,147
463,"296359","Christian","Salem","MEL","DEF",,75.29,168.693,204
110,"1001398","Matthew","Kennedy","CAR","MID",,75.14,187.57,231
721,"1002404","Aaron","Naughton","WBD","FWD",,75.13,145.313,164
450,"298281","Jake","Lever","MEL","DEF",,75.09,188.733,238
357,"1002251","Brent","Daniels","GWS","FWD",,75.06,170.656,207
423,"998114","Jack","Scrimshaw","HAW","DEF",,75.06,190.808,242
368,"296324","Jesse","Hogan","GWS","FWD",,75,166.139,195
386,"280109","Callan","Ward","GWS","MID",,74.95,200.4,259
683,"290307","Dane","Rampe","SYD","DEF",,74.71,198.878,254
596,"1006133","Jack","Ross","RIC","MID",,74.68,194.16,248
164,"1008089","Isaac","Quaynor","COL","DEF",,74.65,158.417,180
520,"294469","Aliir","Aliir","PTA","DEF",,74.55,179.88,221
712,"294101","Jason","Johannisen","WBD","DEF",,74.55,198.284,252
42,"1011981","Josh","Worrell","ADE","DEF",,74.5,198.667,253
563,"1002245","Noah","Balta","RIC","DEF",,74.3,199,255
186,"1017088","Ben","Hobbs","ESS","MID",,74.06,183.115,225
30,"1017051","Josh","Rachele","ADE","FWD",,73.95,135.138,154
100,"1004912","Tom","De Koning","CAR","RUC",,73.69,164.824,193
379,"998205","Harry","Perryman","GWS","DEF",,73.63,187.745,233
17,"1006203","Chayce","Jones","ADE","DEF","MID",73.61,188.804,239
320,"1004870","Zach","Guthrie","GEE","DEF",,73.61,203.651,262
250,"993940","Corey","Wagner","FRE","DEF",,73.44,212.677,275
142,"293801","Jamie","Elliott","COL","FWD",,73.43,176.591,217
212,"295067","James","Aish","FRE","MID",,73.35,203.798,264
354,"1023266","Finn","Callaghan","GWS","MID",,73.11,164.491,192
37,"1017109","Jake","Soligo","ADE","MID",,73.1,193.479,247
109,"1009241","Brodie","Kemp","CAR","DEF",,73.07,211.807,273
266,"295446","Sam","Collins","GCS","DEF",,73,223.518,296
366,"295265","Nick","Haynes","GWS","DEF",,73,216.047,279
505,"1012829","Will","Phillips","NTH","MID",,73,200.975,260
428,"1017110","Josh","Ward","HAW","MID",,72.94,196.286,250
518,"1004965","Tristan","Xerri","NTH","RUC",,72.89,147.183,169
61,"291548","Ryan","Lester","BRL","DEF",,72.56,221.311,292
681,"996765","Tom","Papley","SYD","FWD",,72.55,167.719,201
448,"298264","Ed","Langdon","MEL","MID",,72.48,216.216,281
343,"292511","Zach","Tuohy","GEE","MID",,72.45,219.136,288
50,"990609","Charlie","Cameron","BRL","FWD",,72.3,167.249,198
259,"294472","Rory","Atkins","GCS","DEF",,72.29,226.2,300
191,"298280","Jayden","Laverde","ESS","DEF",,72.26,232.605,315
676,"1011936","Justin","McInerney","SYD","MID",,72.17,225.442,298
457,"296420","Alex","Neal-Bullen","MEL","FWD",,72.04,197.973,251
260,"1008882","Charlie","Ballard","GCS","DEF",,71.91,226.479,301
621,"1005988","Liam","Henry","STK","MID",,71.88,190.274,240
677,"1003203","Hayden","McLean","SYD","RUC","FWD",71.67,170.805,208
51,"1006059","Keidean","Coleman","BRL","DEF",,71.35,115.721,121
674,"1008198","Tom","McCartin","SYD","DEF",,71.36,218.691,285
284,"996464","Darcy","Macpherson","GCS","DEF",,71.3,227.375,303
147,"291313","Jeremy","Howe","COL","DEF",,71.27,204.198,265
753,"290801","Andrew","Gaff","WCE","MID",,71.26,215.762,278
115,"1000953","Harry","McKay","CAR","FWD",,71.21,191.957,243
407,"1000887","Mitch","Lewis","HAW","FWD",,71.13,184.404,227
84,"1017067","Darcy","Wilmot","BRL","DEF",,71.09,213.111,276
339,"280317","Rhys","Stanley","GEE","RUC",,71.08,220.594,290
441,"1001438","Bayley","Fritsch","MEL","FWD",,70.93,199.624,257
123,"298290","Marc","Pittonet","CAR","RUC",,70.2,218.37,284
510,"280737","Liam","Shiels","NTH","MID",,70.19,231.432,312
735,"992351","Bailey","Williams","WBD","MID",,70.04,234.5,318
185,"297452","Nick","Hind","ESS","DEF",,69.88,228.951,308
527,"991930","Darcy","Byrne-Jones","PTA","FWD",,69.76,215.658,277
151,"1003130","Patrick","Lipinski","COL","FWD",,69.73,187.05,230
435,"1012825","Jake","Bowey","MEL","DEF",,69.67,232.439,314
670,"997142","Peter","Ladhams","SYD","RUC",,69.67,232,313
736,"1004385","Oscar","Allen","WCE","FWD",,69.52,188.563,237
498,"1001017","Nick","Larkey","NTH","FWD",,69.43,167.31,199
205,"291783","Dylan","Shiel","ESS","MID",,69.42,220.842,291
481,"294508","Aidan","Corr","NTH","DEF",,69.42,257.652,341
356,"1001396","Isaac","Cumming","GWS","DEF","MID",69.35,180.616,223
519,"998484","Cameron","Zurhaar","NTH","FWD",,69.31,195.049,249
654,"1013133","Braeden","Campbell","SYD","DEF","MID",69.18,184.022,226
745,"290826","Jamie","Cripps","WCE","FWD",,69.17,226.078,299
75,"1002235","Cam","Rayner","BRL","FWD",,68.91,187.669,232
125,"1001028","Jack","Silvagni","CAR","FWD",,68.88,234.842,319
306,"1012805","Tanner","Bruhn","GEE","MID",,68.79,187.895,234
761,"998791","Jamaine","Jones","WCE","DEF",,68.46,250.923,336
461,"1008541","Kysaiah","Pickett","MEL","FWD",,68.38,199.901,258
636,"293846","Sebastian","Ross","STK","MID",,68.31,260.812,346
409,"1017094","Connor","Macdonald","HAW","FWD",,68.24,157.274,178
24,"1000998","Lachlan","Murphy","ADE","FWD",,68.18,251.655,338
12,"999331","Darcy","Fogarty","ADE","FWD",,68.1,224.04,297
53,"1000932","Tom","Doedee","BRL","DEF",,68.09,217.979,283
623,"295584","Bradley","Hill","STK","MID","FWD",68.05,199.55,256
488,"999827","Zac","Fisher","NTH","FWD",,67.75,143.333,160
247,"992059","Sam","Switkowski","FRE","FWD",,67.68,227.867,306
641,"1008312","Liam","Stocker","STK","DEF",,67.64,272.208,360
34,"1006136","Lachlan","Sholl","ADE","MID",,67.44,275.63,366
625,"993480","Dougal","Howard","STK","DEF",,67.39,274.182,364
421,"1001024","Ned","Reeves","HAW","RUC",,67.19,230.655,310
659,"291848","Robbie","Fox","SYD","DEF",,67.16,266.087,355
468,"999391","Tom","Sparrow","MEL","MID",,67.14,259.483,345
561,"1004034","Brandon","Zerk-Thatcher","PTA","DEF",,67.14,263.708,353
718,"990740","Rory","Lobb","WBD","FWD",,67.05,242.946,328
549,"993979","Sam","Powell-Pepper","PTA","FWD",,67,219.04,287
430,"1027935","Josh","Weddle","HAW","DEF",,66.88,160.874,187
665,"997100","Will","Hayward","SYD","FWD",,66.86,257.796,342
179,"1006096","Xavier","Duursma","ESS","MID",,66.79,206.048,268
181,"298421","Jade","Gresham","ESS","FWD",,66.77,168.313,203
335,"1007102","Mark","O'Connor","GEE","DEF","MID",66.73,254.294,339
622,"1002227","Jack","Higgins","STK","FWD",,66.71,272.108,359
310,"999326","Brad","Close","GEE","FWD",,66.67,260.814,347
559,"1009195","Dylan","Williams","PTA","DEF",,66.65,272.36,361
500,"997933","Griffin","Logue","NTH","DEF",,66.53,278.318,369
171,"1011954","Nick","Bryan","ESS","RUC",,66.38,262.721,352
416,"1000963","Harry","Morrison","HAW","MID",,66.38,296.05,384
577,"990827","Jack","Graham","RIC","FWD",,66.35,227.314,302
323,"1000937","Jack","Henry","GEE","DEF",,66.27,282.913,375
130,"997316","Lewis","Young","CAR","DEF",,66.13,300.556,388
276,"297456","Nick","Holman","GCS","FWD",,66.05,282,372
543,"1004998","Todd","Marshall","PTA","FWD",,66.05,258.977,343
199,"1015873","Archie","Perkins","ESS","FWD",,66,208.374,270
522,"1009191","Miles","Bergman","PTA","DEF",,65.86,254.771,340
551,"296225","Willie","Rioli","PTA","FWD",,65.82,297.296,386
470,"291819","Adam","Tomlinson","MEL","DEF",,65.63,319.529,407
523,"250365","Travis","Boak","PTA","MID",,65.63,262.033,350
158,"291849","Brody","Mihocek","COL","FWD",,65.38,263.879,354
517,"1023477","George","Wardlaw","NTH","MID",,65.38,143.908,162
178,"1015810","Sam","Durham","ESS","MID",,65.23,239.732,325
472,"1017720","Jacob","van Rooyen","MEL","FWD",,65.11,251,337
744,"993820","Tom","Cole","WCE","DEF",,64.92,318.278,406
644,"290757","Jimmy","Webster","STK","DEF",,64.81,327.412,415
206,"293884","Jake","Stringer","ESS","FWD",,64.71,205.546,267
272,"993799","Brayden","Fiorini","GCS","MID",,64.65,278.423,370
775,"996554","Jake","Waterman","WCE","FWD",,64.64,308.762,397
211,"298289","Peter","Wright","ESS","FWD",,64.4,227.63,305
439,"1005330","Kade","Chandler","MEL","FWD",,64.29,307.417,396
733,"1011803","Cody","Weightman","WBD","FWD",,64,277.269,368
413,"1000980","Lloyd","Meek","HAW","RUC",,63.94,278.774,371
606,"998134","Josh","Battle","STK","DEF",,63.86,306.381,395
135,"998647","Mason","Cox","COL","RUC","FWD",63.5,228.949,307
754,"1023025","Reuben","Ginbey","WCE","MID",,63.47,186.179,229
195,"1002143","Ben","McKay","ESS","DEF",,63.21,283,376
69,"997846","Conor","McKenna","BRL","DEF",,63.17,319.579,408
489,"1012833","Eddie","Ford","NTH","FWD",,63.14,308.864,398
612,"1002264","Hunter","Clark","STK","MID",,63.06,247.159,332
757,"1023167","Brady","Hough","WCE","DEF",,62.73,235.406,320
58,"993953","Eric","Hipwood","BRL","FWD",,62.43,326.25,412
105,"1002228","Lachie","Fogarty","CAR","FWD",,62.33,334.632,421
414,"1018016","Seamus","Mitchell","HAW","DEF",,62.29,282.25,374
406,"998390","Changkuoth","Jiath","HAW","DEF",,62.25,216.234,282
98,"993795","David","Cuningham","CAR","FWD",,62.2,326.25,413
609,"1011994","Ryan","Byrnes","STK","MID",,62.15,330.765,417
516,"993816","Darcy","Tucker","NTH","MID",,62,298,387
313,"1009229","Sam","De Koning","GEE","DEF",,61.47,282.217,373
338,"291357","Gary","Rohan","GEE","FWD",,61.4,302.333,392
747,"290838","Jack","Darling","WCE","FWD",,61.3,333.353,420
189,"297473","Jake","Kelly","ESS","DEF",,61.24,351.357,431
305,"998260","Jack","Bowes","GEE","DEF",,61.18,236.646,321
628,"1006143","Max","King","STK","FWD",,61.1,222.86,295
161,"1005107","Nathan","Murphy","COL","DEF",,60.95,350.143,429
393,"280744","Luke","Breust","HAW","FWD",,60.86,310.727,401
460,"1008893","Harrison","Petty","MEL","DEF","FWD",60.64,261.5,348
731,"1009301","Jamarra","Ugle-Hagan","WBD","FWD",,60.57,193.139,246
227,"999321","Michael","Frederick","FRE","FWD",,60.42,304.87,393
452,"298470","Shane","McAdam","MEL","FWD",,67.14,315.059,402
494,"281091","Hugh","Greenwood","NTH","MID",,60.36,331.389,418
25,"1008230","Nick","Murray","ADE","DEF",,60.12,361.539,438
377,"1006135","Xavier","O'Halloran","GWS","FWD",,60.08,324.688,411
95,"1008154","Matthew","Cottrell","CAR","MID","FWD",60,286.857,381
349,"1008139","Toby","Bedford","GWS","FWD",,59.94,285.524,379
656,"291978","Harry","Cunningham","SYD","DEF",,59.91,359.429,436
113,"296190","Jack","Martin","CAR","FWD",,59.55,283.85,378
324,"1012860","Oliver","Henry","GEE","FWD",,59.55,285.954,380
40,"1008384","Riley","Thilthorpe","ADE","FWD",,59.43,244.359,330
277,"1023500","Bailey","Humphrey","GCS","FWD",,59.26,163.051,190
143,"991773","Billy","Frampton","COL","DEF",,59,372.077,447
675,"1013230","Logan","McDonald","SYD","FWD",,59,270.852,358
588,"1002403","Ben","Miller","RIC","RUC","FWD",58.85,319.65,409
239,"298409","Alex","Pearce","FRE","DEF",,58.83,375.214,448
692,"1006232","Sam","Wicks","SYD","FWD",,58.7,342.933,426
66,"293581","Lincoln","McCarthy","BRL","FWD",,58.62,377.769,453
157,"297504","Daniel","McStay","COL","FWD",,58.58,334.733,422
714,"281078","Liam","Jones","WBD","DEF",,58.56,366.933,443
229,"996580","Ethan","Hughes","FRE","DEF",,58.5,382.077,457
329,"296291","Jake","Kolodjashnij","GEE","DEF",,58.42,356.625,434
43,"298437","Callum","Ah Chee","BRL","MID",,58.33,366.875,441
351,"1014038","Callum M.","Brown","GWS","FWD",,58.25,366.933,442
514,"1006137","Curtis","Taylor","NTH","MID","FWD",58.19,345.278,427
582,"1006030","Jacob","Koschitzke","RIC","FWD",,58.17,387.308,462
267,"1013268","Alex","Davies","GCS","MID","FWD",58.11,316.952,404
512,"1004848","Dylan","Stephens","NTH","MID",,58,245.425,331
608,"992374","Dan","Butler","STK","FWD",,57.87,391,465
647,"1023270","Marcus","Windhager","STK","DEF","MID",57.83,178.286,218
